"Id","Day","Date","Exercise","Load","RepTarget","RepActual","Note"
2247,"Wednesday","2023-08-23","Row",85,10,12,""
2248,"Wednesday","2023-08-23","Row",85,10,12,""
2249,"Thursday","2023-08-24","Bicep Curl",95,10,10,""
2250,"Thursday","2023-08-24","Bicep Curl",95,10,10,""
2251,"Thursday","2023-08-24","Bicep Curl",95,10,10,""
2252,"Tuesday","2023-08-29","Squat",230,5,5,""
2253,"Tuesday","2023-08-29","Squat",250,5,5,""
2254,"Tuesday","2023-08-29","Squat",280,5,5,"Felt hard!"
2255,"Tuesday","2023-08-29","Squat",185,10,9,""
2256,"Tuesday","2023-08-29","Squat",185,10,9,""
2257,"Tuesday","2023-08-29","Squat",185,10,9,""
2258,"Tuesday","2023-08-29","Squat",185,10,9,""
2259,"Tuesday","2023-08-29","Squat",185,10,9,""
2260,"Tuesday","2023-08-29","Abs",1,25,25,""
2261,"Tuesday","2023-08-29","Abs",1,25,25,""
2262,"Tuesday","2023-08-29","Abs",1,25,25,""
2263,"Tuesday","2023-08-29","Abs",1,25,25,""
2264,"Tuesday","2023-08-29","Abs",1,25,25,""
2265,"Tuesday","2023-08-29","Bicep Curl",38.5,10,10,""
2266,"Tuesday","2023-08-29","Bicep Curl",38.5,10,10,""
2267,"Tuesday","2023-08-29","Bicep Curl",38.5,10,10,""
2268,"Tuesday","2023-08-29","Bicep Curl",38.5,10,8,""
2269,"Tuesday","2023-08-29","Tricep Extension",58.3,10,10,""
2270,"Tuesday","2023-08-29","Tricep Extension",58.3,10,10,""
2271,"Tuesday","2023-08-29","Tricep Extension",58.3,10,10,""
2272,"Tuesday","2023-08-29","Tricep Extension",58.3,10,8,""
2273,"Wednesday","2023-08-30","Press",100,5,5,""
2274,"Wednesday","2023-08-30","Press",115,5,5,""
2275,"Wednesday","2023-08-30","Press",130,5,1,"Need to drop weight"
2276,"Wednesday","2023-08-30","Press",95,10,7,""
2277,"Wednesday","2023-08-30","Press",95,10,6,""
2278,"Wednesday","2023-08-30","Press",95,10,6,""
2279,"Wednesday","2023-08-30","Press",95,10,5,""
2280,"Wednesday","2023-08-30","Press",95,10,6,""
2281,"Wednesday","2023-08-30","Row",95,10,15,""
2282,"Wednesday","2023-08-30","Row",95,10,15,""
2283,"Wednesday","2023-08-30","Row",95,10,15,""
2284,"Wednesday","2023-08-30","Row",95,10,15,""
2285,"Wednesday","2023-08-30","Row",95,10,15,""
2286,"Friday","2023-09-01","Deadlift",245,5,5,""
2287,"Friday","2023-09-01","Deadlift",280,5,5,""
2288,"Friday","2023-09-01","Deadlift",320,5,3,"that was really hard, time for more fuel"
2289,"Friday","2023-09-01","Deadlift",205,10,8,""
2290,"Friday","2023-09-01","Deadlift",205,10,8,""
2291,"Friday","2023-09-01","Deadlift",205,10,8,""
2292,"Friday","2023-09-01","Deadlift",205,10,8,""
2293,"Friday","2023-09-01","Deadlift",205,10,8,""
2294,"Friday","2023-09-01","Abs",1,25,25,""
2295,"Friday","2023-09-01","Abs",1,25,25,""
2296,"Friday","2023-09-01","Abs",1,25,25,""
2297,"Friday","2023-09-01","Abs",1,25,25,""
2298,"Friday","2023-09-01","Abs",1,25,25,""
2302,"Monday","2023-09-11","Squat",250,5,5,""
2303,"Monday","2023-09-11","Squat",280,3,3,""
2304,"Monday","2023-09-11","Squat",315,1,1,""
2305,"Monday","2023-09-11","Squat",185,10,10,""
2306,"Monday","2023-09-11","Squat",185,10,10,""
2307,"Monday","2023-09-11","Squat",185,10,10,""
2308,"Monday","2023-09-11","Squat",185,10,10,""
2309,"Monday","2023-09-11","Squat",185,10,10,""
2310,"Monday","2023-09-11","Abs",1,25,25,""
2311,"Monday","2023-09-11","Abs",1,25,25,""
2312,"Monday","2023-09-11","Abs",1,25,25,""
2313,"Monday","2023-09-11","Abs",1,25,25,""
2314,"Monday","2023-09-11","Abs",1,25,25,""
2315,"Wednesday","2023-02-01","Deadlift",330,1,1,""
2316,"Wednesday","2023-02-08","Deadlift",330,1,1,""
2317,"Wednesday","2023-02-15","Deadlift",330,1,1,""
2318,"Wednesday","2023-02-22","Deadlift",330,1,1,""
2319,"Tuesday","2023-09-12","Press",115,5,0,""
2320,"Tuesday","2023-09-12","Press",130,3,1,""
2321,"Tuesday","2023-09-12","Press",135,1,0,"145 Failed! need to do the drop weight protocol"
2322,"Tuesday","2023-09-12","Press",95,10,8,""
2323,"Tuesday","2023-09-12","Press",95,10,7,""
2324,"Tuesday","2023-09-12","Press",95,10,7,""
2325,"Tuesday","2023-09-12","Press",95,10,7,""
2326,"Friday","2023-09-15","Deadlift",280,5,5,""
2327,"Friday","2023-09-15","Deadlift",320,3,3,""
2328,"Friday","2023-09-15","Deadlift",360,1,1,"Not too bad took 1 scoop pre"
2329,"Friday","2023-09-15","Deadlift",205,10,10,""
2330,"Friday","2023-09-15","Deadlift",205,10,10,""
2331,"Friday","2023-09-15","Deadlift",205,10,10,""
2332,"Friday","2023-09-15","Deadlift",205,10,10,""
2333,"Friday","2023-09-15","Deadlift",205,10,10,""
2334,"Friday","2023-09-15","Abs",1,25,25,""
2335,"Friday","2023-09-15","Abs",1,25,25,""
2336,"Friday","2023-09-15","Abs",1,25,25,""
2337,"Friday","2023-09-15","Abs",1,25,25,""
2338,"Friday","2023-09-15","Abs",1,25,25,""
2339,"Friday","2023-09-15","Bicep Curl",75,12,12,""
2340,"Friday","2023-09-15","Bicep Curl",75,12,12,""
2341,"Friday","2023-09-15","Bicep Curl",75,12,9,""
2342,"Saturday","2023-09-16","Bench",155,5,5,""
2343,"Saturday","2023-09-16","Bench",185,3,3,""
2345,"Sunday","2023-09-16","Bench",155,5,5,""
2346,"Monday","2023-09-16","Bench",185,3,3,""
2347,"Saturday","2023-09-16","Bench",210,1,0,"Failed with 2 attempts :S"
2348,"Saturday","2023-09-16","Bench",135,10,10,""
2349,"Saturday","2023-09-16","Bench",145,10,10,""
2350,"Saturday","2023-09-16","Bench",145,10,9,""
2351,"Saturday","2023-09-16","Bench",145,10,9,""
2352,"Saturday","2023-09-16","Bench",145,10,8,""
2353,"Saturday","2023-09-16","Row",145,10,10,""
2354,"Saturday","2023-09-16","Row",145,10,10,""
2355,"Saturday","2023-09-16","Row",145,10,10,""
2356,"Saturday","2023-09-16","Row",145,10,10,""
2357,"Saturday","2023-09-16","Row",145,10,10,""
2358,"Monday","2023-09-18","Squat",135,5,5,""
2359,"Monday","2023-09-18","Squat",165,5,5,""
2360,"Monday","2023-09-18","Squat",200,5,5,""
2361,"Monday","2023-09-18","Squat",185,10,10,"3x10 for deload week"
2362,"Monday","2023-09-18","Squat",185,10,10,"3x10 for deload week"
2363,"Monday","2023-09-18","Squat",185,10,10,"3x10 for deload week"
2364,"Monday","2023-09-18","Abs",1,25,25,"3 sets for reload"
2365,"Monday","2023-09-18","Abs",1,25,25,"3 sets for reload"
2366,"Monday","2023-09-18","Abs",1,25,25,"3 sets for reload"
2367,"Monday","2023-09-18","Abs",1,25,25,"3 sets for reload"
2368,"Tuesday","2023-09-19","Press",60,5,5,""
2369,"Tuesday","2023-09-19","Press",75,5,5,""
2370,"Tuesday","2023-09-19","Press",90,5,5,""
2371,"Tuesday","2023-09-19","Press",95,10,8,""
2372,"Tuesday","2023-09-19","Press",95,10,8,""
2373,"Tuesday","2023-09-19","Press",95,10,8,""
2374,"Thursday","2023-09-21","Deadlift",155,5,5,""
2375,"Thursday","2023-09-21","Deadlift",195,5,5,""
2376,"Thursday","2023-09-21","Deadlift",230,5,5,""
2377,"Wednesday","2023-09-27","Squat",225,5,5,""
2378,"Wednesday","2023-09-27","Squat",255,5,5,""
2379,"Wednesday","2023-09-27","Squat",285,5,5,"left foot keeps cramping -_-"
2380,"Wednesday","2023-09-27","Squat",185,10,10,""
2381,"Wednesday","2023-09-27","Squat",185,10,10,""
2382,"Wednesday","2023-09-27","Squat",185,10,10,""
2383,"Wednesday","2023-09-27","Squat",185,10,10,""
2384,"Friday","2023-09-29","Press",100,5,5,"100120135"
2385,"Friday","2023-09-29","Press",120,5,5,""
2386,"Friday","2023-09-29","Press",135,5,1,"Way too heavy... did +2 push press"
2387,"Friday","2023-09-29","Press",95,10,10,""
2388,"Friday","2023-09-29","Press",95,10,10,""
2389,"Friday","2023-09-29","Press",95,10,10,""
2390,"Friday","2023-09-29","Press",95,10,10,""
2391,"Friday","2023-09-29","Press",95,10,10,"quick reps"
2392,"Friday","2023-09-29","Row",95,10,15,""
2393,"Friday","2023-09-29","Row",95,20,17,""
2394,"Friday","2023-09-29","Row",95,20,16,""
2395,"Friday","2023-09-29","Row",95,20,16,""
2396,"Friday","2023-09-29","Row",95,20,16,""
2397,"Friday","2023-09-29","Bicep Curl",100,10,6,""
2398,"Friday","2023-09-29","Bicep Curl",100,10,9,""
2399,"Friday","2023-09-29","Bicep Curl",100,10,8,""
2400,"Tuesday","2023-10-03","Squat",225,3,3,""
2401,"Tuesday","2023-10-03","Squat",275,3,3,""
2402,"Tuesday","2023-10-03","Squat",305,3,3,"Was hard to hit 3rd"
2403,"Tuesday","2023-10-03","Squat",190,10,10,""
2404,"Tuesday","2023-10-03","Squat",190,8,8,""
2405,"Tuesday","2023-10-03","Squat",190,8,8,""
2406,"Tuesday","2023-10-03","Squat",190,8,8,""
2407,"Tuesday","2023-10-03","Squat",190,8,8,""
2408,"Tuesday","2023-10-03","Abs",1,25,25,""
2409,"Tuesday","2023-10-03","Abs",1,25,25,""
2410,"Tuesday","2023-10-03","Abs",1,25,25,""
2411,"Tuesday","2023-10-03","Abs",1,25,25,""
2412,"Tuesday","2023-10-03","Abs",1,25,25,""
2413,"Wednesday","2023-10-04","Press",110,3,3,""
2414,"Wednesday","2023-10-04","Press",125,3,3,""
2415,"Wednesday","2023-10-04","Press",125,3,3,""
2416,"Wednesday","2023-10-04","Press",135,3,0,"140 Way too hard, need to readjust "
2417,"Wednesday","2023-10-04","Press",95,11,11,""
2418,"Wednesday","2023-10-04","Press",95,11,10,""
2419,"Wednesday","2023-10-04","Press",95,11,11,""
2420,"Wednesday","2023-10-04","Press",95,11,11,""
2421,"Wednesday","2023-10-04","Press",95,11,11,""
2422,"Wednesday","2023-10-04","Bicep Curl",95,12,12,""
2423,"Wednesday","2023-10-04","Bicep Curl",95,12,12,""
2424,"Friday","2023-10-06","Deadlift",270,3,3,"270,310,345 x 333"
2425,"Friday","2023-10-06","Deadlift",310,3,3,"270,310,345 x 333"
2426,"Friday","2023-10-06","Deadlift",345,3,3,"270,310,345 x 333"
2427,"Friday","2023-10-06","Deadlift",210,10,8,""
2428,"Friday","2023-10-06","Deadlift",210,10,8,""
2429,"Friday","2023-10-06","Deadlift",210,10,8,""
2430,"Friday","2023-10-06","Deadlift",210,10,8,""
2431,"Friday","2023-10-06","Deadlift",210,10,8,""
2432,"Friday","2023-10-06","Abs",1,25,25,""
2433,"Friday","2023-10-06","Abs",1,25,25,""
2434,"Friday","2023-10-06","Abs",1,25,25,""
2435,"Friday","2023-10-06","Abs",1,25,25,""
2436,"Friday","2023-10-06","Abs",1,25,25,""
2437,"Saturday","2023-10-07","Bench",160,3,3,""
2438,"Saturday","2023-10-07","Bench",185,3,3,""
2439,"Saturday","2023-10-07","Bench",185,3,1,""
2440,"Saturday","2023-10-07","Bench",205,3,1,""
2441,"Saturday","2023-10-07","Bench",205,3,2,"Leg drive was promiment right shoulder a bit sore"
2442,"Tuesday","2023-10-10","Squat",255,5,5,""
2443,"Tuesday","2023-10-10","Squat",285,3,3,""
2444,"Tuesday","2023-10-10","Squat",320,1,1,""
2445,"Tuesday","2023-10-10","Squat",190,10,9,""
2446,"Tuesday","2023-10-10","Squat",190,10,9,""
2447,"Tuesday","2023-10-10","Squat",190,10,9,""
2448,"Tuesday","2023-10-10","Squat",190,10,9,""
2449,"Tuesday","2023-10-10","Squat",190,10,9,""
2450,"Tuesday","2023-10-10","Abs",1,25,25,""
2451,"Tuesday","2023-10-10","Abs",1,25,25,""
2452,"Tuesday","2023-10-10","Abs",1,25,25,""
2453,"Tuesday","2023-10-10","Abs",1,25,25,""
2454,"Tuesday","2023-10-10","Abs",1,25,25,""
2455,"Wednesday","2023-10-11","Press",120,5,5,""
2456,"Wednesday","2023-10-11","Press",135,3,3,""
2457,"Wednesday","2023-10-11","Press",135,0,0,"Tried 150,  failed, 145 failed"
2458,"Wednesday","2023-10-11","Press",95,12,12,""
2459,"Wednesday","2023-10-11","Press",95,12,12,""
2460,"Wednesday","2023-10-11","Press",95,12,12,""
2461,"Wednesday","2023-10-11","Press",95,12,12,""
2462,"Wednesday","2023-10-11","Press",95,12,12,""
2463,"Thursday","2023-10-12","Bicep Curl",100,6,6,"Cheat curls"
2464,"Thursday","2023-10-12","Bicep Curl",100,6,7,"Cheat curls"
2465,"Thursday","2023-10-12","Bicep Curl",100,6,7,"Cheat curls, increase to 105"
2466,"Thursday","2023-10-12","Tricep Extension",100,10,10,"Close grip bench"
2467,"Thursday","2023-10-12","Tricep Extension",100,10,19,"Close grip bench"
2468,"Thursday","2023-10-12","Bicep Curl",25,15,15,"With plate"
2469,"Thursday","2023-10-12","Bicep Curl",25,15,15,"With plate"
2470,"Thursday","2023-10-12","Bicep Curl",25,15,15,"With plate"
2471,"Thursday","2023-10-12","Tricep Extension",25,20,20,"With plate"
2472,"Thursday","2023-10-12","Tricep Extension",25,20,20,"With plate"
2473,"Thursday","2023-10-12","Tricep Extension",25,20,20,"With plate"
2474,"Saturday","2023-10-14","Deadlift",290,5,5,""
2475,"Saturday","2023-10-14","Deadlift",325,3,3,""
2476,"Saturday","2023-10-14","Deadlift",370,1,1,"Felt dizzy after but did it! "
2477,"Saturday","2023-10-14","Deadlift",210,10,9,""
2478,"Saturday","2023-10-14","Deadlift",210,10,9,""
2479,"Saturday","2023-10-14","Deadlift",210,10,9,""
2480,"Saturday","2023-10-14","Deadlift",210,10,9,""
2481,"Saturday","2023-10-14","Deadlift",210,10,9,""
2482,"Saturday","2023-10-14","Abs",1,25,27,""
2483,"Saturday","2023-10-14","Abs",1,25,27,""
2484,"Saturday","2023-10-14","Abs",1,25,27,""
2485,"Saturday","2023-10-14","Abs",1,25,27,""
2486,"Saturday","2023-10-14","Abs",1,25,27,""
2487,"Tuesday","2023-10-17","Squat",220,5,5,""
2488,"Tuesday","2023-10-17","Squat",220,5,5,""
2489,"Tuesday","2023-10-17","Squat",220,5,5,""
2490,"Tuesday","2023-10-17","Squat",190,8,8,""
2491,"Tuesday","2023-10-17","Squat",190,8,8,""
2492,"Tuesday","2023-10-17","Squat",190,8,8,""
2493,"Tuesday","2023-10-17","Tricep Extension",24,10,10,""
2494,"Tuesday","2023-10-17","Tricep Extension",24,10,10,""
2495,"Tuesday","2023-10-17","Tricep Extension",24,10,10,""
2496,"Tuesday","2023-10-17","Bicep Curl",32,10,10,""
2497,"Tuesday","2023-10-17","Bicep Curl",32,10,10,""
2498,"Tuesday","2023-10-17","Bicep Curl",32,10,10,""
2499,"Tuesday","2023-10-17","Row",57,10,10,"Cable Row"
2500,"Tuesday","2023-10-17","Row",57,10,10,"Cable Row"
2501,"Tuesday","2023-10-17","Row",57,10,10,"Cable Row"
