"","Id","Day","Date","Exercise","Load","RepTarget","RepActual","Note"
"582",582,"Wednesday","2022-09-21","Press",75,8,8,"Feeling very weak, must be the transition to keto… empty stomach training, also very tired."
"583",583,"Wednesday","2022-09-21","Press",75,8,8,"Feeling very weak, must be the transition to keto… empty stomach training, also very tired."
"584",584,"Wednesday","2022-09-21","Press",75,7,7,"Feeling very weak, must be the transition to keto… empty stomach training, also very tired."
"585",585,"Wednesday","2022-09-21","Press",75,6,6,"Feeling very weak, must be the transition to keto… empty stomach training, also very tired."
"586",586,"Thursday","2022-09-22","Squat",240,5,5,""
"587",587,"Thursday","2022-09-22","Squat",215,5,5,""
"588",588,"Thursday","2022-09-22","Squat",180,5,5,"Had preworkout, failed on set 1 rep 5. EAT MORE THIS WEEK! ~ 3000cal"
"589",589,"Thursday","2022-09-22","Deadlift",165,10,10,"First time doing on new 6inch drop mats, its great!"
"590",590,"Thursday","2022-09-22","Deadlift",165,10,10,"First time doing on new 6inch drop mats, its great!"
"591",591,"Thursday","2022-09-22","Deadlift",165,10,10,"First time doing on new 6inch drop mats, its great!"
"592",592,"Thursday","2022-09-22","Deadlift",165,10,10,"First time doing on new 6inch drop mats, its great!"
"593",593,"Thursday","2022-09-22","Deadlift",165,10,10,"First time doing on new 6inch drop mats, its great!"
"594",594,"Thursday","2022-09-22","Abs",1,17,17,"Started cramping after the first set hahahah"
"595",595,"Thursday","2022-09-22","Abs",1,10,10,"Started cramping after the first set hahahah"
"596",596,"Thursday","2022-09-22","Abs",1,10,10,"Started cramping after the first set hahahah"
"597",597,"Thursday","2022-09-22","Abs",1,10,10,"Started cramping after the first set hahahah"
"598",598,"Thursday","2022-09-22","Abs",1,10,10,"Started cramping after the first set hahahah"
"599",599,"Friday","2022-09-23","Bench",135,10,10,"Did it in 46 minutes. These feel really hard probably because they are at the end of the week when I am in ketosis."
"600",600,"Friday","2022-09-23","Bench",135,10,10,"Did it in 46 minutes. These feel really hard probably because they are at the end of the week when I am in ketosis."
"601",601,"Friday","2022-09-23","Bench",135,10,10,"Did it in 46 minutes. These feel really hard probably because they are at the end of the week when I am in ketosis."
"602",602,"Friday","2022-09-23","Bench",135,8,8,"Did it in 46 minutes. These feel really hard probably because they are at the end of the week when I am in ketosis."
"603",603,"Friday","2022-09-23","Bench",135,8,8,"Did it in 46 minutes. These feel really hard probably because they are at the end of the week when I am in ketosis."
"604",604,"Friday","2022-09-23","Bench",135,10,10,""
"605",605,"Friday","2022-09-23","Bench",135,10,10,""
"606",606,"Friday","2022-09-23","Bench",135,10,10,""
"607",607,"Friday","2022-09-23","Bench",135,8,8,""
"608",608,"Friday","2022-09-23","Bench",135,8,8,""
"609",609,"Friday","2022-09-23","Bench",135,8,8,""
"610",610,"Friday","2022-09-23","Bench",135,8,8,""
"611",611,"Friday","2022-09-23","Bench",135,7,7,""
"612",612,"Friday","2022-09-23","Bench",135,6,6,""
"613",613,"Friday","2022-09-23","Bench",135,6,6,""
"614",614,"Friday","2022-09-23","Row",135,10,10,"Did it in 46 minutes. These feel really hard probably because they are at the end of the week when I am in ketosis."
"615",615,"Friday","2022-09-23","Row",135,10,10,"Did it in 46 minutes. These feel really hard probably because they are at the end of the week when I am in ketosis."
"616",616,"Friday","2022-09-23","Row",135,10,10,"Did it in 46 minutes. These feel really hard probably because they are at the end of the week when I am in ketosis."
"617",617,"Friday","2022-09-23","Row",135,10,10,"Did it in 46 minutes. These feel really hard probably because they are at the end of the week when I am in ketosis."
"618",618,"Friday","2022-09-23","Row",135,10,10,"Did it in 46 minutes. These feel really hard probably because they are at the end of the week when I am in ketosis."
"619",619,"Friday","2022-09-23","Row",135,15,15,""
"620",620,"Friday","2022-09-23","Row",135,15,15,""
"621",621,"Friday","2022-09-23","Row",135,15,15,""
"622",622,"Friday","2022-09-23","Row",135,15,15,""
"623",623,"Friday","2022-09-23","Row",135,15,15,""
"624",624,"Friday","2022-09-23","Row",135,8,8,""
"625",625,"Friday","2022-09-23","Row",135,8,8,""
"626",626,"Friday","2022-09-23","Row",135,8,8,""
"627",627,"Friday","2022-09-23","Row",135,8,8,""
"628",628,"Friday","2022-09-23","Row",135,8,8,""
"629",629,"Friday","2022-09-23","Press",125,2,2,"Tested out new press max updated it in 531 sheet"
"630",630,"Friday","2022-09-23","Press",120,2,2,""
"631",631,"Friday","2022-09-23","Press",115,4,4,""
"632",632,"Friday","2022-09-23","Press",110,5,5,""
"633",633,"Friday","2022-09-23","Press",105,5,5,""
"634",634,"Friday","2022-09-23","Press",105,3,3,""
"635",635,"Friday","2022-09-23","Press",95,5,5,""
"636",636,"Friday","2022-09-23","Press",95,3,3,""
"637",637,"Friday","2022-09-23","Press",95,3,3,""
"638",638,"Friday","2022-09-23","Press",90,5,5,""
"639",639,"Friday","2022-09-23","Press",80,5,5,""
"640",640,"Monday","2022-09-26","Deadlift",290,5,5,"Maxed out all plates, buying more 45lb plates"
"641",641,"Monday","2022-09-26","Deadlift",275,5,5,"Had 1 scoop of shred preworkout + 1/3 scoop total war"
"642",642,"Monday","2022-09-26","Deadlift",275,5,5,"Had 1 scoop of shred preworkout + 1/3 scoop total war"
"643",643,"Monday","2022-09-26","Deadlift",275,5,5,"Had 1 scoop of shred preworkout + 1/3 scoop total war"
"644",644,"Monday","2022-09-26","Deadlift",255,3,3,""
"645",645,"Monday","2022-09-26","Deadlift",220,5,5,""
"646",646,"Monday","2022-09-26","Squat",145,10,10,"Timed doing 5 sets, took 37 mins hahaha, next time do bodyweight and try and beat 20min"
"647",647,"Monday","2022-09-26","Squat",145,10,10,"Timed doing 5 sets, took 37 mins hahaha, next time do bodyweight and try and beat 20min"
"648",648,"Monday","2022-09-26","Squat",145,10,10,"Timed doing 5 sets, took 37 mins hahaha, next time do bodyweight and try and beat 20min"
"649",649,"Monday","2022-09-26","Squat",145,10,10,"Timed doing 5 sets, took 37 mins hahaha, next time do bodyweight and try and beat 20min"
"650",650,"Monday","2022-09-26","Squat",145,12,12,"Took 13 mins but did not do abs, just squat, rest a min then squat again"
"651",651,"Monday","2022-09-26","Squat",145,10,10,"Took 13 mins but did not do abs, just squat, rest a min then squat again"
"652",652,"Monday","2022-09-26","Squat",145,10,10,"Took 13 mins but did not do abs, just squat, rest a min then squat again"
"653",653,"Monday","2022-09-26","Squat",145,10,10,"Took 13 mins but did not do abs, just squat, rest a min then squat again"
"654",654,"Monday","2022-09-26","Abs",10,13,13,""
"655",655,"Monday","2022-09-26","Abs",10,13,13,""
"656",656,"Monday","2022-09-26","Abs",10,13,13,""
"657",657,"Monday","2022-09-26","Abs",10,13,13,""
"658",658,"Tuesday","2022-09-27","Bench",190,3,3,""
"659",659,"Tuesday","2022-09-27","Bench",170,3,3,""
"660",660,"Tuesday","2022-09-27","Bench",150,3,3,"Keto week 2"
"661",661,"Tuesday","2022-09-27","Row",145,10,10,""
"662",662,"Tuesday","2022-09-27","Row",145,10,10,""
"663",663,"Tuesday","2022-09-27","Row",145,10,10,""
"664",664,"Tuesday","2022-09-27","Row",145,10,10,""
"665",665,"Tuesday","2022-09-27","Row",145,10,10,""
"666",666,"Tuesday","2022-09-27","Press",75,10,10,""
"667",667,"Tuesday","2022-09-27","Press",75,10,10,""
"668",668,"Tuesday","2022-09-27","Press",75,10,10,""
"669",669,"Tuesday","2022-09-27","Press",75,10,10,""
"670",670,"Tuesday","2022-09-27","Press",75,10,10,""
"671",671,"Thursday","2022-09-29","Squat",255,6,6,""
"672",672,"Thursday","2022-09-29","Squat",225,3,3,""
"673",673,"Thursday","2022-09-29","Squat",200,3,3,"Had preworkout, failed on set 1 rep 5. EAT MORE THIS WEEK! ~ 3000cal"
"674",674,"Thursday","2022-09-29","Deadlift",165,10,10,"Timed doing 5 sets as quick as possible: 9min 38 seconds after first set"
"675",675,"Thursday","2022-09-29","Deadlift",165,10,10,"Timed doing 5 sets as quick as possible: 9min 38 seconds after first set"
"676",676,"Thursday","2022-09-29","Deadlift",165,10,10,"Timed doing 5 sets as quick as possible: 9min 38 seconds after first set"
"677",677,"Thursday","2022-09-29","Deadlift",165,10,10,"Timed doing 5 sets as quick as possible: 9min 38 seconds after first set"
"678",678,"Thursday","2022-09-29","Deadlift",165,10,10,"Timed doing 5 sets as quick as possible: 9min 38 seconds after first set"
"679",679,"Thursday","2022-09-29","Abs",1,17,17,"Timed doing 5 sets as quick as possible: 9min 38 seconds after first set"
"680",680,"Thursday","2022-09-29","Abs",1,10,10,"Timed doing 5 sets as quick as possible: 9min 38 seconds after first set"
"681",681,"Thursday","2022-09-29","Abs",1,10,10,"Timed doing 5 sets as quick as possible: 9min 38 seconds after first set"
"682",682,"Thursday","2022-09-29","Abs",1,10,10,"Timed doing 5 sets as quick as possible: 9min 38 seconds after first set"
"683",683,"Thursday","2022-09-29","Abs",1,10,10,"Timed doing 5 sets as quick as possible: 9min 38 seconds after first set"
"684",684,"Wednesday","2022-10-05","Bench",200,2,2,""
"685",685,"Wednesday","2022-10-05","Bench",185,3,3,""
"686",686,"Wednesday","2022-10-05","Bench",160,5,5,"Feeling very tired :S"
"687",687,"Wednesday","2022-10-05","Row",145,12,12,"Did consecutively"
"688",688,"Wednesday","2022-10-05","Row",145,11,11,"Did consecutively"
"689",689,"Wednesday","2022-10-05","Row",145,11,11,"Did consecutively"
"690",690,"Wednesday","2022-10-05","Row",145,11,11,"Did consecutively"
"691",691,"Wednesday","2022-10-05","Row",145,10,10,"Did consecutively"
"692",692,"Wednesday","2022-10-05","Press",80,8,8,""
"693",693,"Wednesday","2022-10-05","Press",80,8,8,""
"694",694,"Wednesday","2022-10-05","Press",80,8,8,""
"695",695,"Wednesday","2022-10-05","Press",80,8,8,""
"696",696,"Wednesday","2022-10-05","Press",80,7,7,""
"697",697,"Friday","2022-10-07","Squat",270,3,3,""
"698",698,"Friday","2022-10-07","Squat",240,3,3,""
"699",699,"Friday","2022-10-07","Squat",215,5,5,"Had 4 piece toast and 2 scoops pre this morning 30 mins before"
"700",700,"Friday","2022-10-07","Deadlift",165,10,10,"Timed doing 5 sets as quick as possible: 9min 06 seconds after first set, increase weight next week"
"701",701,"Friday","2022-10-07","Deadlift",165,10,10,"Timed doing 5 sets as quick as possible: 9min 06 seconds after first set, increase weight next week"
"702",702,"Friday","2022-10-07","Deadlift",165,10,10,"Timed doing 5 sets as quick as possible: 9min 06 seconds after first set, increase weight next week"
"703",703,"Friday","2022-10-07","Deadlift",165,10,10,"Timed doing 5 sets as quick as possible: 9min 06 seconds after first set, increase weight next week"
"704",704,"Friday","2022-10-07","Deadlift",165,10,10,"Timed doing 5 sets as quick as possible: 9min 06 seconds after first set, increase weight next week"
"705",705,"Friday","2022-10-07","Abs",1,17,17,"Timed doing 5 sets as quick as possible: 9min 06 seconds after first set, increase weight next week"
"706",706,"Friday","2022-10-07","Abs",1,12,12,"Timed doing 5 sets as quick as possible: 9min 06 seconds after first set, increase weight next week"
"707",707,"Friday","2022-10-07","Abs",1,11,11,"Timed doing 5 sets as quick as possible: 9min 06 seconds after first set, increase weight next week"
"708",708,"Friday","2022-10-07","Abs",1,11,11,"Timed doing 5 sets as quick as possible: 9min 06 seconds after first set, increase weight next week"
"709",709,"Friday","2022-10-07","Abs",1,11,11,"Timed doing 5 sets as quick as possible: 9min 06 seconds after first set, increase weight next week"
"710",710,"Monday","2022-10-10","Deadlift",185,5,5,"Maxed out all plates, buying more 45lb plates"
"711",711,"Monday","2022-10-10","Deadlift",150,5,5,""
"712",712,"Monday","2022-10-10","Squat",150,10,10,"3 sets of 10"
"713",713,"Monday","2022-10-10","Squat",150,10,10,"3 sets of 10"
"714",714,"Monday","2022-10-10","Squat",150,10,10,"3 sets of 10"
"715",715,"Monday","2022-10-10","Deadlift",120,5,5,""
"716",716,"Tuesday","2022-10-11","Row",145,12,12,""
"717",717,"Tuesday","2022-10-11","Row",145,11,11,""
"718",718,"Tuesday","2022-10-11","Row",145,11,11,""
"719",719,"Tuesday","2022-10-11","Row",145,11,11,""
"720",720,"Tuesday","2022-10-11","Row",145,10,10,""
"721",721,"Tuesday","2022-10-11","Bench",125,5,5,""
"722",722,"Tuesday","2022-10-11","Bench",105,5,5,""
"723",723,"Tuesday","2022-10-11","Bench",95,5,5,""
"724",724,"Tuesday","2022-10-11","Press",80,10,10,""
"725",725,"Tuesday","2022-10-11","Press",80,10,10,""
"726",726,"Tuesday","2022-10-11","Press",80,10,10,""
"727",727,"Tuesday","2022-10-11","Press",80,10,10,""
"728",728,"Tuesday","2022-10-11","Press",80,10,10,""
"729",729,"Thursday","2022-10-13","Squat",170,5,5,""
"730",730,"Thursday","2022-10-13","Deadlift",165,10,10,""
"731",731,"Thursday","2022-10-13","Deadlift",165,10,10,""
"732",732,"Thursday","2022-10-13","Deadlift",165,10,10,""
"733",733,"Thursday","2022-10-13","Squat",140,5,5,""
"734",734,"Thursday","2022-10-13","Squat",115,5,5,""
"735",735,"Thursday","2022-10-13","Abs",1,17,17,""
"736",736,"Thursday","2022-10-13","Abs",1,17,17,""
"737",737,"Thursday","2022-10-13","Abs",1,17,17,""
"738",738,"Friday","2022-10-14","Bench",135,10,10,""
"739",739,"Friday","2022-10-14","Bench",135,10,10,""
"740",740,"Friday","2022-10-14","Bench",135,8,8,""
"741",741,"Friday","2022-10-14","Row",135,15,15,""
"742",742,"Friday","2022-10-14","Row",135,15,15,""
"743",743,"Friday","2022-10-14","Row",135,15,15,""
"744",744,"Friday","2022-10-14","Press",80,5,5,""
"745",745,"Friday","2022-10-14","Press",65,5,5,""
"746",746,"Friday","2022-10-14","Press",55,5,5,""
"747",747,"Tuesday","2022-10-18","Deadlift",275,5,5,""
"748",748,"Tuesday","2022-10-18","Deadlift",235,5,5,""
"749",749,"Tuesday","2022-10-18","Deadlift",205,5,5,"Doing a different approach do the last set twice. Such that we are doing 5 sets instead of 3 because your body reacts better to 5 sets than it does to 3. That is all have fun! :) Skipped Monday because feeling very tired and fatigued."
"750",750,"Tuesday","2022-10-18","Squat",150,10,10,""
"751",751,"Tuesday","2022-10-18","Squat",150,10,10,""
"752",752,"Tuesday","2022-10-18","Squat",150,10,10,""
"753",753,"Tuesday","2022-10-18","Squat",150,10,10,""
"754",754,"Tuesday","2022-10-18","Squat",150,10,10,""
"755",755,"Tuesday","2022-10-18","Abs",1,15,15,""
"756",756,"Tuesday","2022-10-18","Abs",1,15,15,""
"757",757,"Tuesday","2022-10-18","Abs",1,12,12,""
"758",758,"Tuesday","2022-10-18","Abs",1,15,15,""
"759",759,"Tuesday","2022-10-18","Abs",1,15,15,""
"760",760,"Thursday","2022-10-20","Bench",185,6,6,""
"761",761,"Thursday","2022-10-20","Bench",165,5,5,""
"762",762,"Thursday","2022-10-20","Bench",140,8,8,""
"763",763,"Thursday","2022-10-20","Bench",140,8,8,""
"764",764,"Thursday","2022-10-20","Bench",140,7,7,""
"765",765,"Thursday","2022-10-20","Bench",140,5,5,""
"766",766,"Thursday","2022-10-20","Bench",140,5,5,""
"767",767,"Thursday","2022-10-20","Bench",140,5,5,""
"768",768,"Thursday","2022-10-20","Row",140,10,10,""
"769",769,"Thursday","2022-10-20","Row",140,10,10,""
"770",770,"Thursday","2022-10-20","Row",140,10,10,""
"771",771,"Thursday","2022-10-20","Row",140,10,10,""
"772",772,"Thursday","2022-10-20","Row",140,10,10,""
"773",773,"Thursday","2022-10-20","Press",115,5,5,""
"774",774,"Thursday","2022-10-20","Deadlift",100,5,5,""
"775",775,"Thursday","2022-10-20","Press",95,8,8,""
"776",776,"Thursday","2022-10-20","Press",95,8,8,""
"777",777,"Thursday","2022-10-20","Press",95,8,8,""
"778",778,"Thursday","2022-10-20","Press",95,8,8,""
"779",779,"Thursday","2022-10-20","Press",95,8,8,""
"780",780,"Thursday","2022-10-20","Press",95,5,5,""
"781",781,"Friday","2022-10-21","Squat",250,5,5,"Going to do 3 sets of the last one because I feel my body prefers that"
"782",782,"Friday","2022-10-21","Squat",250,3,3,"Going to do 3 sets of the last one because I feel my body prefers that"
"783",783,"Friday","2022-10-21","Squat",220,5,5,""
"784",784,"Friday","2022-10-21","Squat",190,5,5,""
"785",785,"Friday","2022-10-21","Deadlift",170,10,10,""
"786",786,"Friday","2022-10-21","Deadlift",170,10,10,""
"787",787,"Friday","2022-10-21","Deadlift",170,10,10,""
"788",788,"Friday","2022-10-21","Deadlift",170,10,10,""
"789",789,"Friday","2022-10-21","Abs",1,17,17,""
"790",790,"Friday","2022-10-21","Abs",1,17,17,""
"791",791,"Friday","2022-10-21","Abs",1,17,17,""
"792",792,"Friday","2022-10-21","Abs",1,17,17,""
"793",793,"Tuesday","2022-11-01","Squat",245,5,5,"Doing stronglifts again but 3 sets of squats"
"794",794,"Tuesday","2022-11-01","Squat",245,5,5,"Doing stronglifts again but 3 sets of squats"
"795",795,"Tuesday","2022-11-01","Squat",245,5,5,"Doing stronglifts again but 3 sets of squats"
"796",796,"Tuesday","2022-11-01","Bench",160,5,5,"180 felt too heavy :S"
"797",797,"Tuesday","2022-11-01","Bench",160,5,5,"180 felt too heavy :S"
"798",798,"Tuesday","2022-11-01","Bench",160,5,5,"180 felt too heavy :S"
"799",799,"Tuesday","2022-11-01","Row",160,5,5,""
"800",800,"Tuesday","2022-11-01","Row",160,5,5,""
"801",801,"Tuesday","2022-11-01","Row",160,5,5,""
"802",802,"Tuesday","2022-11-01","Bicep Curl",75,10,10,""
"803",803,"Tuesday","2022-11-01","Bicep Curl",75,10,10,""
"804",804,"Thursday","2022-11-03","Squat",190,5,5,"Hamstrings and adductors very sore, probably readjusting going light today, also on keto cut so feel a lot weaker as I am adjusting to ketosis"
"805",805,"Thursday","2022-11-03","Squat",190,5,5,"Hamstrings and adductors very sore, probably readjusting going light today, also on keto cut so feel a lot weaker as I am adjusting to ketosis"
"806",806,"Thursday","2022-11-03","Squat",190,5,5,"Hamstrings and adductors very sore, probably readjusting going light today, also on keto cut so feel a lot weaker as I am adjusting to ketosis"
"807",807,"Thursday","2022-11-03","Press",55,2,2,""
"808",808,"Thursday","2022-11-03","Press",55,2,2,""
"809",809,"Thursday","2022-11-03","Press",55,2,2,""
"810",810,"Friday","2022-11-04","Deadlift",275,5,5,"Attempting again today"
"811",811,"Friday","2022-11-04","Deadlift",275,5,5,"Attempting again today"
"812",812,"Friday","2022-11-04","Deadlift",275,5,5,"Attempting again today"
"813",813,"Friday","2022-11-04","Press",55,3,3,"Attempting again today after having more protein :)"
"814",814,"Friday","2022-11-04","Press",55,3,3,"Attempting again today after having more protein :)"
"815",815,"Friday","2022-11-04","Press",55,3,3,"Attempting again today after having more protein :)"
"816",816,"Friday","2022-11-04","Press",55,3,3,"Attempting again today after having more protein :)"
"817",817,"Friday","2022-11-04","Press",55,3,3,"Attempting again today after having more protein :)"
"818",818,"Monday","2022-11-07","Deadlift",310,3,3,"Doing Upper, Lower, Rest, Upper, Lower, Rest, Rest (5x5 and 5x10)"
"819",819,"Monday","2022-11-07","Deadlift",310,3,3,"Doing Upper, Lower, Rest, Upper, Lower, Rest, Rest (5x5 and 5x10)"
"820",820,"Monday","2022-11-07","Deadlift",310,3,3,"Doing Upper, Lower, Rest, Upper, Lower, Rest, Rest (5x5 and 5x10)"
"821",821,"Monday","2022-11-07","Squat",150,10,10,""
"822",822,"Monday","2022-11-07","Squat",150,10,10,""
"823",823,"Monday","2022-11-07","Squat",150,10,10,""
"824",824,"Monday","2022-11-07","Squat",150,10,10,""
"825",825,"Monday","2022-11-07","Squat",150,10,10,""
"826",826,"Monday","2022-11-07","Abs",1,15,15,""
"827",827,"Monday","2022-11-07","Abs",1,15,15,""
"828",828,"Monday","2022-11-07","Abs",1,12,12,""
"829",829,"Monday","2022-11-07","Abs",1,12,12,""
"830",830,"Monday","2022-11-07","Abs",1,12,12,""
"831",831,"Tuesday","2022-11-08","Bench",140,5,5,""
"832",832,"Tuesday","2022-11-08","Bench",140,5,5,""
"833",833,"Tuesday","2022-11-08","Bench",140,5,5,""
"834",834,"Tuesday","2022-11-08","Bench",140,5,5,""
"835",835,"Tuesday","2022-11-08","Bench",140,5,5,""
"836",836,"Tuesday","2022-11-08","Row",140,5,5,""
"837",837,"Tuesday","2022-11-08","Row",140,5,5,""
"838",838,"Tuesday","2022-11-08","Row",140,5,5,""
"839",839,"Tuesday","2022-11-08","Row",140,5,5,""
"840",840,"Tuesday","2022-11-08","Row",140,5,5,""
"841",841,"Tuesday","2022-11-08","Press",115,3,3,""
"842",842,"Tuesday","2022-11-08","Press",115,3,3,""
"843",843,"Tuesday","2022-11-08","Press",115,3,3,""
"844",844,"Tuesday","2022-11-08","Press",115,3,3,""
"845",845,"Tuesday","2022-11-08","Press",115,3,3,""
"846",846,"Thursday","2022-11-10","Squat",260,4,4,"Going to 2x week at 5x5 and then 3x week at 5x5"
"847",847,"Thursday","2022-11-10","Squat",260,4,4,"Going to 2x week at 5x5 and then 3x week at 5x5"
"848",848,"Thursday","2022-11-10","Squat",260,4,4,"Going to 2x week at 5x5 and then 3x week at 5x5"
"849",849,"Friday","2022-11-11","Bench",190,3,3,"Failed on first set"
"850",850,"Friday","2022-11-11","Bench",190,2,2,"Failed on first set"
"851",851,"Friday","2022-11-11","Bench",190,2,2,"Failed on first set"
"852",852,"Friday","2022-11-11","Bench",190,2,2,"Failed on first set"
"853",853,"Friday","2022-11-11","Bench",190,2,2,"Failed on first set"
"854",854,"Friday","2022-11-11","Row",165,5,5,"Felt easy"
"855",855,"Friday","2022-11-11","Row",165,5,5,"Felt easy"
"856",856,"Friday","2022-11-11","Row",165,5,5,"Felt easy"
"857",857,"Friday","2022-11-11","Row",165,5,5,"Felt easy"
"858",858,"Friday","2022-11-11","Row",165,5,5,"Felt easy"
"859",859,"Friday","2022-11-11","Press",115,4,4,""
"860",860,"Friday","2022-11-11","Press",115,4,4,""
"861",861,"Friday","2022-11-11","Press",115,4,4,""
"862",862,"Friday","2022-11-11","Press",115,4,4,""
"863",863,"Friday","2022-11-11","Press",115,4,4,""
"864",864,"Monday","2022-11-14","Bench",185,4,4,"Feeling muscle soreness in right shoulder"
"865",865,"Monday","2022-11-14","Bench",185,4,4,"Starting PPL routine, same volume of 3 days just spread over 6, current rest time is high 4 min, reduce next session"
"866",866,"Monday","2022-11-14","Bench",185,4,4,"Wider grip feels better, a lot of leg drive happening"
"867",867,"Monday","2022-11-14","Bench",185,4,4,""
"868",868,"Monday","2022-11-14","Bench",185,4,4,""
"869",869,"Monday","2022-11-14","Press",120,4,4,"Starting PPL routine, same volume of 3 days just spread over 6, current rest time is high 4 min, reduce next session"
"870",870,"Monday","2022-11-14","Press",115,4,4,""
"871",871,"Monday","2022-11-14","Press",115,4,4,""
"872",872,"Monday","2022-11-14","Press",115,4,4,""
"873",873,"Monday","2022-11-14","Press",115,4,4,""
"874",874,"Monday","2022-11-14","Press",45,8,8,"Drop set with just the bar for 8 reps"
"875",875,"Monday","2022-11-14","Skull-crusher",45,12,12,"Adding skullcrushers 2 sets of 12 for now"
"876",876,"Monday","2022-11-14","Skull-crusher",45,12,12,""
"877",877,"Tuesday","2022-11-15","Deadlift",310,3,3,"Starting PPL volume training (have higher volume than previous workout day)"
"878",878,"Tuesday","2022-11-15","Deadlift",310,3,3,""
"879",879,"Tuesday","2022-11-15","Deadlift",310,3,3,""
"880",880,"Tuesday","2022-11-15","Deadlift",310,3,3,"Needed straps but did it! Only four sets this time, 5 for next round"
"881",881,"Tuesday","2022-11-15","Row",135,10,10,"Not using bench anymore and it is a lot harder, 1 min rest"
"882",882,"Tuesday","2022-11-15","Row",135,10,10,""
"883",883,"Tuesday","2022-11-15","Row",135,10,10,""
"884",884,"Tuesday","2022-11-15","Row",135,10,10,""
"885",885,"Tuesday","2022-11-15","Row",135,10,10,""
"886",886,"Tuesday","2022-11-15","Bicep Curl",95,8,8,""
"887",887,"Tuesday","2022-11-15","Bicep Curl",95,8,8,""
"888",888,"Tuesday","2022-11-15","Bicep Curl",95,8,8,""
"889",889,"Tuesday","2022-11-15","Bicep Curl",45,12,12,"Pronated bar only for finisher"
"890",890,"Wednesday","2022-11-16","Squat",275,4,4,""
"891",891,"Wednesday","2022-11-16","Squat",275,4,4,""
"892",892,"Wednesday","2022-11-16","Squat",275,3,3,""
"893",893,"Wednesday","2022-11-16","Squat",275,4,4,""
"894",894,"Wednesday","2022-11-16","Squat",275,1,1,""
"895",895,"Wednesday","2022-11-16","Abs",1,15,15,""
"896",896,"Wednesday","2022-11-16","Abs",1,15,15,""
"897",897,"Wednesday","2022-11-16","Abs",1,15,15,""
"898",898,"Wednesday","2022-11-16","Abs",1,15,15,""
"899",899,"Wednesday","2022-11-16","Abs",1,15,15,""
"900",900,"Thursday","2022-11-17","Press",115,5,5,""
"901",901,"Thursday","2022-11-17","Press",115,3,3,""
"902",902,"Thursday","2022-11-17","Press",115,4,4,""
"903",903,"Thursday","2022-11-17","Press",115,4,4,""
"904",904,"Thursday","2022-11-17","Press",115,4,4,"For some reason I feel it in my right shoulder"
"905",905,"Thursday","2022-11-17","Press",115,3,3,"Added this set to have higher volume than previous push day"
"906",906,"Thursday","2022-11-17","Skull-crusher",50,15,15,"to failure"
"907",907,"Thursday","2022-11-17","Skull-crusher",50,15,15,""
"908",908,"Thursday","2022-11-17","Skull-crusher",45,15,15,""
"909",909,"Monday","2022-11-21","Squat",275,5,5,"That was heavy almost thought I wouldn’t get the fifth but I did :) "
"910",910,"Monday","2022-11-21","Squat",235,5,5,""
"911",911,"Monday","2022-11-21","Squat",205,5,5,""
"912",912,"Monday","2022-11-21","Bench",200,1,1,"That’s my 1RM so maybe lower the weight"
"913",913,"Monday","2022-11-21","Bench",185,5,5,"Felt very challenging"
"914",914,"Monday","2022-11-21","Bench",185,5,5,"Felt very challenging"
"915",915,"Monday","2022-11-21","Row",185,5,5,"Felt very challenging"
"916",916,"Monday","2022-11-21","Row",185,5,5,""
"917",917,"Monday","2022-11-21","Squat",170,5,5,""
"918",918,"Monday","2022-11-21","Bench",150,5,5,""
"919",919,"Monday","2022-11-21","Row",150,5,5,""
"920",920,"Monday","2022-11-21","Squat",135,5,5,"Starting madcow 5x5"
"921",921,"Monday","2022-11-21","Bench",125,5,5,""
"922",922,"Monday","2022-11-21","Row",125,5,5,""
"923",923,"Monday","2022-11-21","Bench",100,5,5,"Starting madcow 5x5"
"924",924,"Monday","2022-11-21","Row",100,5,5,"Starting madcow 5x5"
"925",925,"Monday","2022-11-21","Bicep Curl",45,15,15,"45lb plate for failure superset with skullcrusher / french press"
"926",926,"Monday","2022-11-21","Bicep Curl",45,15,15,""
"927",927,"Monday","2022-11-21","Bicep Curl",45,15,15,""
"928",928,"Monday","2022-11-21","Skull-crusher",45,15,15,"45lb plate for failure superset with skullcrusher / french press"
"929",929,"Monday","2022-11-21","Skull-crusher",45,15,15,""
"930",930,"Monday","2022-11-21","Skull-crusher",45,15,15,""
"931",931,"Wednesday","2022-11-23","Deadlift",310,5,5,"Really hard used straps got it in the end. Diet needs attention, going to try hardcore keto for a couple weeks with higher fat intake, if not then high freq eating "
"932",932,"Wednesday","2022-11-23","Deadlift",270,5,5,"Had some BCAAs after"
"933",933,"Wednesday","2022-11-23","Deadlift",235,5,5,"Feels really hard :S"
"934",934,"Wednesday","2022-11-23","Squat",205,5,5,""
"935",935,"Wednesday","2022-11-23","Squat",205,5,5,""
"936",936,"Wednesday","2022-11-23","Deadlift",195,5,5,""
"937",937,"Wednesday","2022-11-23","Squat",170,5,5,""
"938",938,"Wednesday","2022-11-23","Squat",140,5,5,""
"939",939,"Wednesday","2022-11-23","Press",125,2,2,""
"940",940,"Wednesday","2022-11-23","Press",110,5,5,"Ate a Quest protein bar for more energy "
"941",941,"Wednesday","2022-11-23","Press",95,5,5,""
"942",942,"Wednesday","2022-11-23","Press",80,5,5,""
